Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Child-Issue),Outward issue link (Cloners),Outward issue link (Defect),Outward issue link (Dependent),Outward issue link (Dependent),Outward issue link (Gantt: finish-start),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Acceptance Criteria),Custom field (Actor Name),Custom field (Actor Type),Custom field (Approval Category),Custom field (Are business resources available?),Custom field (Asset Status),Custom field (Assets Link),Custom field (BP Year),Custom field (BUIT Lead),Custom field (Business Impact Description),Custom field (Business Value),Custom field (CAR Name),Custom field (CMDB Application ID),Custom field (CO),Custom field (CR),Custom field (Country),Custom field (DARM ID),Custom field (Defect Analysis and Resolution),Custom field (Developer),Custom field (Doc ID),Custom field (Does this impact multiple regions?),Custom field (Environment Affected),Custom field (Environment Information),Custom field (Epic Link),Custom field (Estimated Asset Date),Custom field (Final Asset Delivered Date),Custom field (Final Estimated Cost (USD)),Custom field (Final Estimated Delivery Date),Custom field (Final Estimated Hours),Custom field (Flagged),Custom field (Franchise + Brand),Custom field (Funding Type),Custom field (GDDM Routing Check),Custom field (Governance Body),Custom field (Governance Contact),Custom field (Hosting Provider),Custom field (ICA),Custom field (Initial Estimated Cost (USD)),Custom field (Initial Estimated Delivery Date),Custom field (Initial Estimated Hours),Custom field (Instantis ID),Custom field (Is Campaign Related?),Custom field (Is budget available?),Custom field (Is this request in-line with the business strategy?),Custom field (Is this request in-line with the product strategy?),Custom field (Issue Resolution),Custom field (Latest Summary),Custom field (Link to Feature),Custom field (Migration Information),Custom field (Moscow),Custom field (New URL),Custom field (Number of Languages),Custom field (Number of Pages),Custom field (Number of Templates),Custom field (Owner),Custom field (PEL),Custom field (PMx Project Name),Custom field (Pharma EMEA Functional Area),Custom field (Pharma EMEA Service Change Type),Custom field (Pharma EMEA Submit for backlog refinement),Custom field (Pharma EMEA Test Strategy),Custom field (Product),Custom field (Product Line),Custom field (Proposed Action & Platform),Custom field (Rank),Custom field (Reason),Custom field (Region + Country/Market),Custom field (Requested Go Live),Custom field (Requestor),Custom field (Requirement ID),Custom field (Requirement Status),Custom field (Requirement Type),Custom field (Root Cause),Custom field (SAP Transport),Custom field (SOW/Vendor Ref),Custom field (Scope),"Custom field (Sector, Franchise & Brand)","Custom field (Sector, Product Line, Product & Approach)",Custom field (Service Specialist),Custom field (Severity),Sprint,Sprint,Custom field (Stage of Risk Identification),Custom field (Stage of Risk Impact),Custom field (Story Points),Custom field (Summarized Estimate),Custom field (System Test ID),Custom field (TP ID),Custom field (Target Resolution Date),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Technical Design URL),Custom field (Technical Risk),Custom field (Technical Risk Comment),Custom field (Tester),Custom field (Tier),Custom field (Traceable to business process),Custom field (UAT Test ID),Custom field (URL),Custom field (Unit Testable),Custom field (Upcoming Brand Activities),Custom field (Visualization),Custom field (Web Hosting Env),Custom field (Web Hosting Subs),Custom field (Work Type),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Automate Include in ICM? Flag for Future Month PY Sales SD  (2/2),AAKO-9901,1563626,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,AGupt143,rgreleck,rgreleck,10/Jul/18 11:05 AM,13/Jul/18 10:22 AM,17/Jul/18 3:54 PM,,Spine,,Spine,,Targaryen,,0,COULD,Spine,,,,,,"As a Field Rep I want to see how I'm tracking towards Growth Sales over Prior Year - ---- this story supports this need by automating the update of the Period Metric table.   

This story is in support of Spine release - additional Testing Stories will be needed for Effective Date - and Testing Stories for future BU releases.

TASKS created were Cloned and may need updating. ",,rgreleck,,,,,,,,,,,172800,172800,,,,,AAKO-8720,,,,,,,,,,,,,,,,,,,"Story 2  - Automate Include in ICM? Flag for Future Month Prior Year Sales SD 
Update the Valid Metrics processes to create the future months 

Testing:  Full MVP job run – as baseline- 
Run MVP job again – ICM should be the same – all PY Sales should be the same.    
Static:  Current Processing Month PY Sales “Include in ICM?” = Yes and all Future Months of PY Sales all have “Include in ICM?” = No
Dynamic:  All months -  Jan > Current Months “Include in ICM?” = Yes and Future Months of PY Sales all have “Include in ICM?” = No
",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-4890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht070o:,,,,,,,,,,,,,,,,AAKO-Targaryen - C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Validation Kickouts: Customer Data (all non-Spine DPS BUs) - Data Assurance,AAKO-9872,1558677,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,CKenisto,colson8,09/Jul/18 9:00 AM,10/Jul/18 3:17 PM,17/Jul/18 3:54 PM,,Spine,,Spine,,Mormont,,0,FirstBU,,,,,,,"As a Data Assurance Analyst, I need a daily report to be provided that details any record kickouts along with reason for the kickout.  This will allow us to document each kickout and resolution so that the business can monitor for SOX compliance to ensure foundational data is loaded as expected.",,colson8,,,,,,,,,,,,,,,,,AAKO-5363,,,,,,,,09/Jul/18 9:00 AM;colson8;Validation Summary_20180511 (2).xlsx;https://jira.jnj.com/secure/attachment/647420/Validation+Summary_20180511+%282%29.xlsx,,,,,,,,,,,"As a Data Assurance Analyst, I need a daily report to be provided that details any record kickouts along with reason for the kickout.  This will allow us to document each kickout and resolution so that the business can monitor for SOX compliance to ensure foundational data is loaded as expected.",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-9856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht0jkd:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/Jul/18 3:17 PM;colson8;*Per CASTLE BLACK, we are targeting these for pickup by the cutover team, with KT support by Mormont*",,,,,,,,,,,,,
Data Validation Kickouts: Participant Data (all non-Spine DPS BUs) - Data Assurance,AAKO-9871,1558674,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,CKenisto,colson8,09/Jul/18 8:57 AM,10/Jul/18 3:17 PM,17/Jul/18 3:54 PM,,Spine,,Spine,,Mormont,,0,FirstBU,,,,,,,"As a Data Assurance Analyst, I need a daily report to be provided that details any record kickouts along with the reason for the kickout from both JJEDS and GHRT.  This will allow us to document each kickout and resolution so that the business can monitor for SOX compliance to ensure foundational data is loaded as expected.",,colson8,,,,,,,,,,,,,,,,,AAKO-5364,,,,,,,,09/Jul/18 8:58 AM;colson8;Validation Summary_20180511 (2).xlsx;https://jira.jnj.com/secure/attachment/647419/Validation+Summary_20180511+%282%29.xlsx,,,,,,,,,,,"As a Data Assurance Analyst, I need a daily report to be provided that details any record kickouts along with the reason for the kickout from both JJEDS and GHRT.  This will allow us to document each kickout and resolution so that the business can monitor for SOX compliance to ensure foundational data is loaded as expected.

Data Sources to be included are the JJEDS and GHRT feeds (aka Participant Master)
",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-9856,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht0jke:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,"10/Jul/18 3:17 PM;colson8;*Per CASTLE BLACK, we are targeting these for pickup by the cutover team, with KT support by Mormont*",,,,,,,,,,,,,
Data Validation Kickouts: Sales Data (all non-Spine DPS BUs) - Data Assurance,AAKO-9870,1558672,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,CKenisto,colson8,09/Jul/18 8:56 AM,10/Jul/18 3:17 PM,17/Jul/18 3:54 PM,,Spine,,Spine,,Mormont,,0,FirstBU,,,,,,,"As a Data Assurance Analyst, I need a daily report to be provided that details any record kickouts along with the reason for the kickout.  This will allow us to document each kickout and resolution so that the business can monitor for SOX compliance to ensure foundational data is loaded as expected.",,colson8,,,,,,,,,,,,,,,,,AAKO-5366,,,,,,,,09/Jul/18 8:56 AM;colson8;Validation Summary_20180511.xlsx;https://jira.jnj.com/secure/attachment/647418/Validation+Summary_20180511.xlsx,,,,,,,,,,,"As a Data Assurance Analyst, I need a daily report to be provided that details any record kickouts along with the reason for the kickout.  This will allow us to document each kickout and resolution so that the business can monitor for SOX compliance to ensure foundational data is loaded as expected.

See Attached Data Validation XLSX for list of Sales data sources",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-9856,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht0jkc:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/Jul/18 3:17 PM;colson8;*Per CASTLE BLACK, we are targeting these for pickup by the cutover team, with KT support by Mormont*",,,,,,,,,,,,,
Data Validation Kickouts: Product Data (all non-Spine DPS BUs) - Data Assurance,AAKO-9868,1558668,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,CKenisto,colson8,09/Jul/18 8:55 AM,10/Jul/18 3:17 PM,17/Jul/18 3:54 PM,,Spine,,Spine,,Mormont,,0,FirstBU,,,,,,,"As a Data Assurance Analyst, I need a daily report to be provided that details any record kickouts along with reason for the kickout.  This will allow us to document each kickout and resolution so that the business can monitor for SOX compliance to ensure foundational data is loaded as expected.",,colson8,,,,,,,,,,,,,,,,,AAKO-5362,,,,,,,,09/Jul/18 8:55 AM;colson8;Validation Summary_20180511 (2).xlsx;https://jira.jnj.com/secure/attachment/647417/Validation+Summary_20180511+%282%29.xlsx,,,,,,,,,,,"As a Data Assurance Analyst, I need a daily report to be provided that details any record kickouts along with reason for the kickout. This will allow us to document each kickout and resolution so that the business can monitor for SOX compliance to ensure foundational data is loaded as expected.",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-9856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht0jkb:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,"10/Jul/18 3:17 PM;colson8;*Per CASTLE BLACK, we are targeting these for pickup by the cutover team, with KT support by Mormont*",,,,,,,,,,,,,
Data Validation Reporting: Sales Data (all Non-Spine DPS BUs) - Data Assurance,AAKO-9867,1558663,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,CKenisto,colson8,09/Jul/18 8:53 AM,10/Jul/18 3:17 PM,17/Jul/18 3:54 PM,,Spine,,Spine,,Mormont,,0,FirstBU,,,,,,,"As a Data Assurance Analyst, I need a daily report to be provided that indicates control totals for quantity, sales dollars, and row count of sales transaction data sent compared to the record count of sales transactions data received from interface file, as well as computed total of quantity and sales dollars.  This will ensure for SOX purposes the business can monitor reporting and correct to ensure foundational data is loaded as expected.",,colson8,,,,,,,,,,,,,,,,,AAKO-5365,,,,,,,,09/Jul/18 8:53 AM;colson8;Validation Summary_20180511 (2).xlsx;https://jira.jnj.com/secure/attachment/647416/Validation+Summary_20180511+%282%29.xlsx,,,,,,,,,,,Record Count and Sales HDR Validations for non-Spine Sales Inputs (see attachment for list),,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-9856,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht0jka:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/Jul/18 3:17 PM;colson8;*Per CASTLE BLACK, we are targeting these for pickup by the cutover team, with KT support by Mormont*",,,,,,,,,,,,,
Data Validation Reporting: Participant Data (all Non-Spine DPS BUs) - Data Assurance,AAKO-9866,1558661,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,CKenisto,colson8,09/Jul/18 8:51 AM,10/Jul/18 3:17 PM,17/Jul/18 3:54 PM,,Spine,,Spine,,Mormont,,0,FirstBU,,,,,,,"As a Data Assurance Analyst, I need a daily report to be provided that indicates a record count control total of participant data sent compared to the record count of participant data received from both JJEDS and GHRT.  This will ensure for SOX purposes the business can monitor reporting and correct to ensure foundational data is loaded as expected.",,colson8,,,,,,,,,,,,,,,,,AAKO-4883,,,,,,,,09/Jul/18 8:51 AM;colson8;Validation Summary_20180511 (2).xlsx;https://jira.jnj.com/secure/attachment/647412/Validation+Summary_20180511+%282%29.xlsx,,,,,,,,,,,"As a Data Assurance Analyst, I need a daily report to be provided that indicates a record count control total of participant data sent compared to the record count of participant data received from both JJEDS and GHRT.  This will ensure for SOX purposes the business can monitor reporting and correct to ensure foundational data is loaded as expected.


JJEDS and GHRT inputs are within the scope of this story. Expecting Validation Summary top-level record for each time we receive the feed, with Control Total vs Actual and ability to drill into that day's file & records",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-9856,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht0jkg:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,"10/Jul/18 3:17 PM;colson8;*Per CASTLE BLACK, we are targeting these for pickup by the cutover team, with KT support by Mormont*",,,,,,,,,,,,,
Data Validation Reporting: Product Data (all Non-Spine DPS BUs) - Data Assurance,AAKO-9865,1558658,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,CKenisto,colson8,09/Jul/18 8:48 AM,10/Jul/18 3:17 PM,17/Jul/18 3:54 PM,,Spine,,Spine,,Mormont,,0,FirstBU,,,,,,,"As a Data Assurance Analyst, I need a daily report to be provided that indicates a record count control total of product data sent companred to the record count of product data received from each product interface.  This will ensure for SOX purposes the business can monitor reporting and correct to ensure foundational data is loaded as expected.",,colson8,,,,,,,,,,,,,,,,,AAKO-2568,,,,,,,,09/Jul/18 8:48 AM;colson8;Validation Summary_20180511.xlsx;https://jira.jnj.com/secure/attachment/647411/Validation+Summary_20180511.xlsx,,,,,,,,,,,"As a Data Assurance Analyst, I need a daily report to be provided that indicates a record count control total of product data sent companred to the record count of product data received from each product interface.  This will ensure for SOX purposes the business can monitor reporting and correct to ensure foundational data is loaded as expected.

See the attached Validation Summary XLSX for list of Product Data Assurance inputs (Data Type = Product)",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-9856,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht0jk8:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,"10/Jul/18 3:17 PM;colson8;*Per CASTLE BLACK, we are targeting these for pickup by the cutover team, with KT support by Mormont*",,,,,,,,,,,,,
Data Validation Reporting: Customer Data Assurance (all Non-Spine DPS BUs) - Data Assurance,AAKO-9864,1558648,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,colson8,colson8,09/Jul/18 8:41 AM,10/Jul/18 3:17 PM,17/Jul/18 3:54 PM,,Spine,,Spine,,Mormont,,0,FirstBU,,,,,,,"As a Data Assurance Analyst, I need a daily report to be provided that indicates a record count control total of customer data sent compared to the record count of customer data received from interface file. This will ensure for SOX purposes the business can monitor reporting and correct to ensure foundational data is loaded as expected.

See attached for Data Type = Customer for scope of inputs within this story",,colson8,,,,,,,,,,,,,,,,,,,,,,,,,09/Jul/18 8:43 AM;colson8;Validation Summary_20180511 (2).xlsx;https://jira.jnj.com/secure/attachment/647409/Validation+Summary_20180511+%282%29.xlsx,,,,,,,,,,,"
As a Data Assurance Analyst, I need a daily report to be provided that indicates a record count control total of customer data sent compared to the record count of customer data received from interface file. This will ensure for SOX purposes the business can monitor reporting and correct to ensure foundational data is loaded as expected.

See attached for Data Type = Customer for scope of inputs within this story",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-9856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht0jk7:i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/Jul/18 3:17 PM;colson8;*Per CASTLE BLACK, we are targeting these for pickup by the cutover team, with KT support by Mormont*",,,,,,,,,,,,,
Internal & External Report: Baseline & Growth targets,AAKO-9812,1553187,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,szlockie,szlockie,05/Jul/18 4:20 PM,16/Jul/18 4:10 PM,17/Jul/18 3:54 PM,,Spine,,Spine,,Stark,,0,MUST,Spine,,,,,,"As a member of the FSO, i need to see what my baseline/growth numbers are so I can track my progress and understand my goals.


This report may not be a separate report, but rather an enhancement of the ""FY Quota at Current Alignment"" report views done in prior sprint. Baseline appears to be included in Data Table INP-Customer Monthly Quota (Per Bob 7/5) - will need to confirm with him (during meeting on 7/6) whether these are adequate to use and incorporate for the field.
",,szlockie,,,,,,,,,,,,,,,,,AAKO-9811,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht068n:5,,,,,,,,,,,,,,,,AAKO - Stark - D.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/Jul/18 12:01 PM;szlockie;Targaryen working on story in C.3 to develop these tables - we are dependent on that

AAKO-6994",,,,,,,,,,,,,
Customer to Participant / Current Roster Alignment Issue,AAKO-9811,1553164,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,szlockie,szlockie,05/Jul/18 3:44 PM,17/Jul/18 12:28 PM,17/Jul/18 3:54 PM,,Spine,,Spine,,Stark,,0,MUST,Spine,,,,,,"As a member of the FSO, i need to have clear and straightforward data showing me my aligned customers without duplication so that I can understand what accounts are assigned to me.

",,szlockie,,,,,,,,,,,,,,,,,AAKO-8200,,,,,AAKO-190,AAKO-5036,,13/Jul/18 1:23 PM;JTayser;My Customer Alignment Date Examples 07.13.18 JT.xlsx;https://jira.jnj.com/secure/attachment/654685/My+Customer+Alignment+Date+Examples+07.13.18+JT.xlsx,,,,,,,,,,,"Changes to AAKO-5036 & AAKO-190 (Customer Alignment & Current Roster)

ONLY addresses Current views. 

There are different alignments that need to have their start / end dates compared to the current date in order to produce end-to-end current alignment.

For AAKO-5036 (Customer Alignment)

Participant to Geography (L1 Geo specifically) this is currently in the logic
L1 Geo to L2 Geo
L2 Geo to L3 Geo
L3 Geo to L4 Geo
Participant to Geography (L2 Geo specifically, to ensure the correct manager is brought into the report)

For AAKO-190 (Current Roster) 

Participant to L1 Geography
L1 Geo to L2 Geo
L2 Geo to L3 Geo
L3 Geo to L4 Geo

In the majority of cases, for 5036, there will be only one line per Customer, and in 190, there will be only one line per WWID.

AAKO-190 Specific Issues:

Remap Geography ID in the view to the version which contains the BU Suffix, e.g., T209-TRM instead of T209. Problem-solve for possible issue with different Geo names for same Geo ID causing duplication.

",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht0izc:,,,,,,,,,,,,,,,,AAKO - Stark - C.3,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wage Code File / Payroll Report - Update Payroll Report for Rejected and Unlock participants,AAKO-9770,1552024,Story,In Progress,AAKO,PAYDAY ,software,mmarsh3,,,High,,adesai33,BSobczy2,BSobczy2,05/Jul/18 10:12 AM,12/Jul/18 2:43 AM,17/Jul/18 3:54 PM,,,,Spine,,Lannister,,0,,,,,,,,As a compensation analyst I need the system to unlocked/delete the participant from Payroll report that have been rejected in the approval process so we will be able to reprocess same ore additional participants.,,BSobczy2,,,,,,,,,,,64800,14400,50400,,,,,,,,,,,,,,,,,,,,,,,"Unlocked Participant from PRM-Locked Participant 
Delete all records from Pay-Payroll Reportfrom that have been Rejected in the approval process for the Payroll Report
",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht062w:,,,,,,,,,,,,,,,,AAKO-Lannister - C2,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an approval workflow to approve all Geo Sales Adjustments,AAKO-9733,1551930,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,colson8,PEdla,05/Jul/18 9:23 AM,16/Jul/18 10:30 AM,17/Jul/18 3:54 PM,,Spine,,Spine,,Mormont,,0,FirstBU,PI-B,,,,,,"As a Payout Manager, I need an approval workflow to approve all sales adjustments.     
The routing should go to Payout Manager on the primary BU of the participant impacted by the change (or the territory's primary BU).
The approval workflow is only required when the dollar amount is above a specific amount ($100,000)
",,PEdla,,,,,,,,,,,97200,97200,,,,,AAKO-9732,,,,,,,,,,,,,,,,,,,"Comp Analyst is able to enter Sales Adjustments (Sales $ and Units/Qty) at a BU-Customer, Geo or Zip level with Product Hierarchy.and period

THRESHOLDS: 
A Parameter table (please ask Optymyze for link/name of this table) is used to set $ Thresholds of Preventative Approvals at a BU-Salesforce level. The Default is $100k, but for cases like Recon Distributors (aka Recon or Joint Recon Indirect), they need _ability_ to set threshold different between their Direct and Distributor salesforces.

If absolute value of Adjustment falls under the threshold amount, the Sales are automatically picked up and used in the system.

If they meet/exceed the threshold, then Preventative Approvals are initiated, and the Primary BU Payout Manager must approve before it is used in the system",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-2277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht0jik:,,,,,,,,,,,,,,,,AAKO - Mormont - Corbett.3,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an approval workflow to approve all Customer Sales Adjustments,AAKO-9732,1551929,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,colson8,colson8,PEdla,05/Jul/18 9:22 AM,11/Jul/18 10:39 AM,17/Jul/18 3:54 PM,11/Jul/18 10:39 AM,Spine,,Spine,,Mormont,,0,FirstBU,PI-B,,,,,,"As a Payout Manager, I need an approval workflow to approve all sales adjustments.     
The routing should go to Payout Manager on the primary BU of the participant impacted by the change (or the territory's primary BU).
The approval workflow is only required when the dollar amount is above a specific amount ($100,000)


*UPDATE* based on design scope assessment, this story is now just for the TRANSACTION-LEVEL sales adjustments (DPY, SYN, ETH, CSS). Customer/Zip and Geo SAs will require additional stories.
",,PEdla,,,,,,,,0,,,100800,0,100800,,,,AAKO-6322,,,,,,,,,,,,,,,,,,,"Comp Analyst is able to enter Sales Adjustments (Sales $ and Units/Qty) at a BU-Customer, Geo or Zip level with Product Hierarchy.and period

THRESHOLDS: 
A Parameter table (please ask Optymyze for link/name of this table) is used to set $ Thresholds of Preventative Approvals at a BU-Salesforce level. The Default is $100k, but for cases like Recon Distributors (aka Recon or Joint Recon Indirect), they need _ability_ to set threshold different between their Direct and Distributor salesforces.

If absolute value of Adjustment falls under the threshold amount, the Sales are automatically picked up and used in the system.

If they meet/exceed the threshold, then Preventative Approvals are initiated, and the Primary BU Payout Manager must approve before it is used in the system",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-2277,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht0jhs:,,,,,,,,,,,,,,,,AAKO - Mormont - Corbett.2,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDIT: Participant Management Audit Report (2/2),AAKO-9692,1551661,Story,In Progress,AAKO,PAYDAY ,software,mmarsh3,,,High,,,zquasney,PEdla,05/Jul/18 8:43 AM,16/Jul/18 3:49 PM,17/Jul/18 3:54 PM,,Spine,,Spine,,Mormont,,0,FirstBU,PI-B,,,,,,"As a Payout Manager, I need to review the monthly ""Participant Management Audit Report"" prior to payroll submission.        
                One audit report should combine all CSS changes based on primary BU of participant.
                One audit report should combine all DPS (direct reps) changes based on primary BU of participant.
                One audit report should combine all Ethicon changes based on primary BU of participant.

These reports aggregate changes across the following tables: 
* Participant Assignment
* Participant Assignment-Geo
* Participant Assignment-Comp Plan
* WWID to component
* Guarantee
* Customer Share

Include participant name, primary BU, geo  name and number, all details for rates, comp plan name, etc.
",,PEdla,,,,,,,,,,,248400,39600,208800,,,,AAKO-4876,,AAKO-7017,AAKO-7018,,,,,05/Jul/18 8:43 AM;PEdla;Payday Payroll DCM Approach CIA Review 020118.pptx;https://jira.jnj.com/secure/attachment/644095/Payday+Payroll+DCM+Approach+CIA+Review+020118.pptx,05/Jul/18 8:43 AM;PEdla;SOX Controls - Partic Mgt Audit Report and Detective Approvals.png;https://jira.jnj.com/secure/attachment/644096/SOX+Controls+-+Partic+Mgt+Audit+Report+and+Detective+Approvals.png,05/Jul/18 8:43 AM;PEdla;SOX Controls_One MD Updated DLF 013118.xlsx;https://jira.jnj.com/secure/attachment/644097/SOX+Controls_One+MD+Updated+DLF+013118.xlsx,,,,,,,,,"*CADE NEEDS TO UPDATE THIS on 7/5 - copy below of Pay Adj Acceptance Criteria Audit Rpt. Same concept, will update for Partic Mgt specific data sets, names, etc*

Participant Payment Adjustment SOX Audit Report / Detective Approval Report (needs to appear in views/sections for both Audit (no action taken from this screen, just for audit accessibility), and the Detective Approval views.

Monthly Reports, by Ethicon, CSS, and each DPS Business Unit, reporting all changes made to:

* WWID Sales Adjustments
* WWID Earnings Adjustments
* WWID Payment Adjustments



Report Type (Participant Payouts Adjustments Audit Report - by BU)
Report: Sales Adj / Earnings Adj / Pay Adj
Detail changes for respective table, with Orig vs New Values & User Info/Timestamps of those who changed and/or approved records",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-2277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht0jho:,,,,,,,,,,,,,,,,AAKO - Mormont - Corbett.2,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comp Summary / Accrual - Split out Dual Commission Sales and Earnnings,AAKO-9649,1533476,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,rgreleck,rgreleck,27/Jun/18 5:11 PM,10/Jul/18 7:21 AM,17/Jul/18 3:54 PM,,Trauma,,Trauma,,Targaryen,,0,Trauma,,,,,,,"As a Financial Analyst, I need the non-core Sales and earnings split out from the Core Sales and earnings for accrual purposes. ",,rgreleck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht06r8:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
